# Voter Turnout Sources by Election

A collection of voter turnout sources by election.

---

## Sabah State Election (2020)

### Polling Day Turnout

| Time | Source |
| --- | --- |
| 1:00 PM | [Malaysia Today - Sabah Election: 48 per cent turnout as at 1pm](https://www.malaysia-today.net/2020/09/26/sabah-election-48-per-cent-turnout-as-at-1pm/) |
| 2:00 PM | [SPR Official X Post](https://x.com/sprgovmy/status/1994661047635251239) |
| 3:00 PM | [Malay Mail - Sabah Election: 58pc turnout as at 3pm, says EC](https://www.malaymail.com/news/malaysia/2020/09/26/sabah-election-58pc-turnout-as-at-3pm-says-ec/1906982) |
| 3:00 PM | [SPR Official X Post](https://x.com/sprgovmy/status/1994673959816892536) |
| 4:00 PM | [SPR Official Facebook Post](https://web.facebook.com/photo?fbid=1394601148695666&set=pb.100044373821582.-2207520000) |

### Final Turnout / Official Results

| Source |
| --- |
| [Bernama - Official Results](https://www.bernama.com/bm/news.php?id=1883633) |
| [Berita Harian - Live Sabah State Election Results](https://www.bharian.com.my/berita/nasional/2020/09/735196/langsung-pengundian-dan-keputusan-prn-sabah) |
| [Bernama - Official Results (English)](https://www.bernama.com/en/news.php?id=1883866) |

---

## Malacca State Election (2021)

### Polling Day Turnout

| Time | Source |
| --- | --- |
| 10:00 AM | [Utusan Malaysia - Melaka Election: 17% turnout as at 10am](https://www.utusan.com.my/terkini/2021/11/prn-melaka-peratusan-keluar-17-peratus-setakat-10-pagi/) |
| 4:00 PM | [New Straits Times - Melaka Polls: 61% turnout at 4pm](https://www.nst.com.my/news/politics/2021/11/747113/melaka-polls-61-cent-turnout-4pm) |

### Final Turnout

| Source |
| --- |
| [Malay Mail - Melaka Election concludes with 65.85pc voter turnout](https://www.malaymail.com/news/malaysia/2021/11/21/melaka-election-concludes-with-65.85pc-voter-turnout-lowest-among-most-rece/2022469) |
